City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
473,Scarborough,GB,54.2797,-0.4044,47.53,89,57,1.01,broken clouds
474,Makakilo City,US,21.3469,-158.0858,79.29,59,1,9.22,clear sky
475,San Luis,AR,-33.295,-66.3356,81.82,17,10,14.27,clear sky
476,Cap Malheureux,MU,-19.9842,57.6142,75.69,71,22,5.01,few clouds
477,Iqaluit,CA,63.7506,-68.5145,33.53,80,75,0.0,broken clouds
478,Asosa,ET,10.0667,34.5333,62.53,58,4,5.64,clear sky
479,Adre,TD,13.4667,22.2,84.42,21,100,10.94,overcast clouds
480,Jacareacanga,BR,-6.2222,-57.7528,95.31,41,0,5.75,clear sky
481,Abbotsford,CA,49.058,-122.2526,54.91,83,90,4.0,light intensity shower rain
482,Tabuk,PH,17.4189,121.4443,72.46,95,19,0.65,few clouds
483,Jijiga,ET,9.35,42.8,64.62,42,27,9.37,scattered clouds
484,Imeni Babushkina,RU,59.7573,43.1285,31.51,80,100,11.7,overcast clouds
485,Staroutkinsk,RU,57.2302,59.3348,30.45,83,100,6.44,overcast clouds
486,Mikhaylovka,RU,50.06,43.2379,34.72,76,99,7.52,overcast clouds
487,Marshfield,US,44.6689,-90.1718,66.43,59,75,10.36,broken clouds
488,Saint-Joseph,RE,-21.3667,55.6167,71.96,77,32,8.32,scattered clouds
489,Truth Or Consequences,US,33.1284,-107.2528,76.91,21,0,3.6,clear sky
490,Lewistown,US,40.5992,-77.5714,75.42,43,1,8.05,clear sky
491,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,91.2,55,40,4.61,moderate rain
492,Matagami,CA,49.7502,-77.6328,37.51,98,90,13.8,haze
493,Lyuban,BY,52.7985,28.0048,51.8,71,100,16.87,overcast clouds
494,Leh,IN,34.1667,77.5833,42.94,37,0,4.68,clear sky
495,Palasa,IN,18.7667,84.4167,78.26,88,100,3.4,overcast clouds
496,Beloha,MG,-25.1667,45.05,68.16,86,99,11.16,overcast clouds
497,Kayalpattinam,IN,8.5667,78.1167,82.04,75,100,5.86,light rain
498,Police,PL,53.5521,14.5718,65.43,75,100,1.99,overcast clouds
499,Fukuma,JP,33.7667,130.4667,60.8,59,100,13.06,overcast clouds
500,Nedjo,ET,9.5046,35.5019,59.14,64,15,3.83,few clouds
501,Tall Kayf,TR,37.0833,41.0667,66.0,29,0,6.22,clear sky
502,Kupino,RU,54.3663,77.2981,44.87,54,99,9.35,overcast clouds
503,Teahupoo,PF,-17.8333,-149.2667,78.76,80,100,12.19,light rain
504,Lebowakgomo,ZA,-24.2,29.5,59.9,55,0,6.89,clear sky
505,Waingapu,ID,-9.6567,120.2641,79.09,78,67,3.85,broken clouds
506,Pertuis,FR,43.6925,5.5028,66.47,83,99,3.76,overcast clouds
507,Puerto Rondon,CO,6.2805,-71.1,89.96,54,22,5.91,light rain
508,Skeldon,GY,5.8833,-57.1333,84.11,65,60,7.54,broken clouds
509,Anloga,GH,5.7947,0.8973,82.62,80,100,12.44,light rain
510,Taltal,CL,-25.4,-70.4833,62.69,67,22,7.9,few clouds
511,Urusha,RU,54.05,122.9,28.81,69,98,3.51,overcast clouds
512,Orbetello,IT,42.4408,11.2196,59.79,79,72,7.52,broken clouds
513,General Roca,AR,-39.0333,-67.5833,91.62,9,6,16.69,clear sky
514,Catuday,PH,16.2923,119.8062,79.52,82,88,6.29,overcast clouds
515,Tura,IN,25.5198,90.2201,71.1,99,88,3.13,overcast clouds
516,Guadalupe Y Calvo,MX,26.1,-106.9667,70.34,30,68,7.85,broken clouds
517,Otane,NZ,-39.8833,176.6333,53.01,83,100,1.45,light rain
518,Vostok,RU,46.4856,135.8833,14.76,84,6,3.6,clear sky
519,Matara,LK,5.9485,80.5353,77.07,88,89,4.5,light rain
520,Greenwood,US,34.1668,-82.1165,80.78,46,1,8.05,clear sky
521,Angoche,MZ,-16.2325,39.9086,75.85,70,94,12.86,overcast clouds
522,Saint-Pierre,RE,-21.3393,55.4781,73.04,75,0,5.75,clear sky
523,Zyryanka,RU,65.75,150.85,-4.97,92,45,4.88,scattered clouds
524,Salta,AR,-24.7859,-65.4117,80.58,28,20,11.01,few clouds
525,Bulgan,MN,48.8125,103.5347,31.42,49,0,1.79,clear sky
526,Jizan,SA,17.3333,42.6667,88.74,61,11,6.17,few clouds
527,Kieta,PG,-6.2167,155.6333,79.63,84,97,1.48,overcast clouds
528,Belyy Yar,RU,53.6039,91.3903,26.49,93,62,2.24,mist
529,Resen,MK,41.0889,21.0122,40.64,71,0,3.36,clear sky
530,Cidreira,BR,-30.1811,-50.2056,64.2,64,92,14.27,overcast clouds
531,Ndende,GA,-2.4008,11.3581,72.9,97,100,4.29,light rain
532,La Rioja,ES,42.25,-2.5,64.04,69,1,6.24,clear sky
533,Savinka,RU,50.0785,47.0994,35.31,71,10,7.92,clear sky
534,Batagay-Alyta,RU,67.8006,130.4114,11.21,91,100,2.04,overcast clouds
535,Xining,CN,36.6167,101.7667,38.26,93,100,0.74,overcast clouds
536,Coihueco,CL,-36.6167,-71.8333,57.94,72,90,6.91,overcast clouds
537,Palana,RU,59.1167,159.9667,20.68,70,100,13.15,light snow
538,Jumla,NP,29.2747,82.1838,54.34,87,62,1.54,broken clouds
539,Parry Sound,CA,45.3501,-80.033,67.87,72,27,8.05,scattered clouds
540,Erzurum,TR,40.0,41.5,35.28,73,19,4.54,few clouds
541,Bambanglipuro,ID,-7.95,110.2833,77.02,90,54,2.75,broken clouds
542,Lesnoy,RU,57.6198,63.0784,33.78,83,100,9.13,light rain
543,Sorong,ID,-0.8833,131.25,79.9,83,100,7.36,overcast clouds
544,Ambovombe,MG,-25.1667,46.0833,68.86,91,99,15.23,light rain
545,Comodoro Rivadavia,AR,-45.8667,-67.5,84.06,21,40,19.57,scattered clouds
546,Havelock,US,34.8791,-76.9013,82.06,59,0,5.99,clear sky
547,Tumaco,CO,1.7986,-78.8156,79.95,81,96,11.95,light rain
548,Sitka,US,57.0531,-135.33,46.29,89,100,8.03,light rain
549,Kapan,AM,39.2075,46.4058,49.73,85,100,3.09,overcast clouds
550,Dieppe,FR,49.75,1.1667,62.02,87,100,26.98,light rain
551,Korla,CN,41.7597,86.1469,52.47,28,43,0.74,scattered clouds
552,Russell,US,32.3502,-85.1999,81.68,46,1,4.61,clear sky
553,Tchibanga,GA,-2.85,11.0333,71.08,95,100,2.77,overcast clouds
554,Mahibadhoo,MV,3.7833,72.9667,82.0,70,71,12.82,broken clouds
555,Datong,CN,40.0936,113.2914,35.69,33,0,7.14,clear sky
556,Broken Hill,AU,-31.95,141.4333,64.11,25,38,9.22,scattered clouds
557,Oskarshamn,SE,57.2645,16.4484,55.17,84,100,15.17,heavy intensity rain
558,Hami,CN,42.8,93.45,58.42,18,100,5.1,overcast clouds
559,Aksarka,RU,66.5606,67.7975,25.65,91,35,5.61,scattered clouds
560,Tavira,PT,37.1273,-7.6486,73.18,69,0,9.62,clear sky
561,Cintalapa,MX,16.6951,-93.7272,75.02,89,100,3.76,overcast clouds
562,Yilan,TW,24.757,121.753,77.83,99,100,3.02,overcast clouds
563,Eenhana,NA,-17.4667,16.3333,82.15,61,70,7.38,broken clouds
564,Qasigiannguit,GL,68.8193,-51.1922,24.55,78,100,3.71,overcast clouds
565,Macas,EC,-2.3167,-78.1167,80.35,61,40,11.5,moderate rain
566,Santa Cruz,BO,-17.8,-63.1667,91.45,25,17,5.75,few clouds
567,Yagodnoye,RU,62.55,149.6667,-20.79,92,14,3.78,few clouds
568,Caravelas,BR,-17.7125,-39.2481,72.1,93,100,13.33,overcast clouds
569,Aswan,EG,24.0934,32.907,83.5,24,0,19.57,clear sky
570,Tuli,PH,7.2333,125.4167,72.28,93,100,2.19,overcast clouds
571,Linxia,CN,35.6003,103.2064,38.1,81,19,3.47,few clouds
572,Liku,ID,-0.7275,119.8922,75.13,94,100,0.43,overcast clouds
573,Bati,ET,11.1833,40.0167,67.28,38,95,3.15,overcast clouds
574,Belaya Gora,RU,68.5333,146.4167,-10.73,97,29,2.26,scattered clouds
575,Bagdarin,RU,54.4333,113.6,26.1,83,45,3.53,scattered clouds
576,College,US,64.8569,-147.8028,35.91,75,20,0.0,few clouds
577,Chiredzi,ZW,-21.05,31.6667,64.54,58,0,4.74,clear sky
578,Qaqortoq,GL,60.7167,-46.0333,35.42,42,0,3.31,clear sky
579,Teguldet,RU,57.3064,88.1667,36.39,79,77,5.01,broken clouds
580,Boysun,UZ,38.2061,67.1986,58.39,17,97,4.76,overcast clouds
581,Churapcha,RU,62.0025,132.4325,15.67,96,100,6.35,overcast clouds
582,Kismayo,SO,-0.3582,42.5454,78.24,81,100,12.12,overcast clouds
583,Puerto Narino,CO,-3.7703,-70.3831,78.75,97,100,3.33,moderate rain
584,Mount Pleasant,US,32.7941,-79.8626,81.09,50,1,3.0,clear sky
585,Port Augusta,AU,-32.5,137.7667,57.7,72,0,6.31,clear sky
586,Clyde River,CA,70.4692,-68.5914,32.23,86,75,9.22,broken clouds
587,Krasnoselkup,RU,65.7,82.4667,35.46,64,99,10.67,overcast clouds
588,Chenghai,CN,23.4632,116.768,75.11,94,20,2.24,few clouds
589,Odweyne,SO,9.4092,45.064,75.47,33,46,12.01,scattered clouds
590,Hirara,JP,24.8,125.2833,79.27,70,100,12.06,overcast clouds
591,Mezen,RU,65.8522,44.24,29.61,79,100,7.99,overcast clouds
592,Ta Khmau,KH,11.4833,104.95,77.05,94,75,3.44,broken clouds
593,Crown Point,US,41.417,-87.3653,73.53,57,94,14.5,overcast clouds
594,Riyadh,SA,24.6877,46.7219,82.54,18,0,10.36,clear sky
595,Bajil,YE,15.0584,43.2851,85.91,63,82,5.08,broken clouds
596,Severiano Melo,BR,-5.7772,-37.9578,88.5,45,100,15.82,overcast clouds
597,Palkino,RU,57.5409,28.0126,55.15,79,100,21.99,overcast clouds
598,Itaberaba,BR,-12.5275,-40.3069,91.92,35,63,1.25,broken clouds
599,Jaleswar,NP,26.6471,85.8008,73.63,95,99,0.54,overcast clouds
600,Itupeva,BR,-23.1531,-47.0578,60.4,83,100,11.99,overcast clouds
601,Japura,ID,-0.3167,102.35,70.97,99,93,2.44,overcast clouds
602,Kedougou,SN,12.5579,-12.1743,84.0,59,83,2.57,light rain
603,Pangnirtung,CA,66.1451,-65.7125,32.0,93,75,0.0,broken clouds
604,Eberswalde,DE,52.8349,13.8195,63.68,72,100,18.12,light rain
605,Paamiut,GL,61.994,-49.6678,36.32,60,0,8.7,clear sky
606,Sambava,MG,-14.2667,50.1667,71.22,87,12,7.52,few clouds
607,Moscow,RU,55.7522,37.6156,36.37,82,100,16.08,light rain
608,Hadejia,NG,12.4498,10.0444,87.91,25,25,4.59,scattered clouds
609,Baley,RU,51.6,116.6333,19.26,94,7,2.59,clear sky
610,Lapeer,US,43.0514,-83.3188,72.66,43,40,9.22,scattered clouds
611,Denia,ES,38.8408,0.1057,74.8,74,100,1.01,overcast clouds
612,Slave Lake,CA,55.2834,-114.769,44.58,57,1,20.71,clear sky
613,Verin,ES,41.9415,-7.4381,60.57,82,1,3.38,clear sky
614,Rafai,CF,4.95,23.9167,69.4,98,100,2.37,overcast clouds
615,Cururupu,BR,-1.8283,-44.8683,83.43,67,11,6.38,few clouds
616,Sangar,RU,63.9242,127.4739,7.47,98,97,3.09,overcast clouds
617,Filingue,NE,14.3521,3.3168,94.01,33,13,2.26,few clouds
618,Mpulungu,ZM,-8.7623,31.1141,82.85,44,73,4.16,broken clouds
619,Zhaozhou,CN,45.6833,125.3167,33.22,53,12,0.94,few clouds
620,Manggar,ID,-2.8833,108.2667,78.76,82,100,3.33,overcast clouds
621,Melur,IN,10.05,78.3333,78.62,85,96,4.54,overcast clouds
622,Carlsbad,US,33.1581,-117.3506,80.83,65,1,3.0,clear sky
623,Port Shepstone,ZA,-30.7414,30.455,63.59,82,5,17.09,clear sky
624,Obihiro,JP,42.9172,143.2044,44.92,95,100,2.24,overcast clouds
625,Mangrol,IN,21.1167,70.1167,78.58,66,3,6.91,clear sky
626,Athabasca,CA,54.7169,-113.2854,52.21,31,43,17.45,scattered clouds
627,Seminole,US,28.7086,-81.2081,85.98,64,19,1.99,few clouds
628,Sydney,AU,-33.8679,151.2073,58.39,91,20,5.99,few clouds
629,Beringovskiy,RU,63.05,179.3167,15.93,79,35,6.35,scattered clouds
630,Carupano,VE,10.6678,-63.2585,84.85,68,90,13.09,overcast clouds
631,Marawi,PH,7.9986,124.2928,64.65,92,100,1.74,overcast clouds
632,The Valley,AI,18.217,-63.0578,87.66,89,75,9.22,broken clouds
633,Vammala,FI,61.3333,22.9,54.57,93,100,9.64,overcast clouds
634,Kotelnikovo,RU,47.6317,43.1461,37.89,72,58,5.61,broken clouds
635,Hit,IQ,33.6416,42.8251,73.94,32,0,10.02,clear sky
636,Viransehir,TR,37.2353,39.7631,64.33,30,0,6.33,clear sky
637,Laibin,CN,23.7,109.2667,59.5,87,100,12.19,light rain
638,Kihei,US,20.785,-156.4656,80.62,66,20,11.5,few clouds
639,Novosineglazovskiy,RU,55.0401,61.3792,31.71,97,100,17.29,light snow
640,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,72,79,2.89,broken clouds
641,Akyab,MM,20.15,92.9,79.27,86,100,4.56,heavy intensity rain
642,Saint Anthony,US,45.0205,-93.218,56.55,93,90,1.01,mist
643,Hovd,MN,48.0056,91.6419,32.31,51,0,1.59,clear sky
644,Rundu,NA,-17.9333,19.7667,73.9,61,100,5.86,overcast clouds
645,Yumen,CN,40.2833,97.2,40.64,27,77,8.9,broken clouds
646,Marau,BR,-28.4492,-52.2,73.35,70,98,1.48,overcast clouds
647,Cayenne,GF,4.9333,-52.3333,87.84,75,0,5.01,clear sky
648,Iracoubo,GF,5.4802,-53.2011,83.14,72,45,9.98,scattered clouds
649,Chingirlau,KZ,51.095,54.0814,34.54,73,63,13.85,broken clouds
650,Chuguyevka,RU,44.1653,133.8633,23.23,79,12,2.55,few clouds
651,Sokolovyy,RU,51.5686,45.8331,35.56,71,67,9.01,broken clouds
652,Bartica,GY,6.4,-58.6167,91.72,72,67,4.07,broken clouds
653,Mchinji,MW,-13.7984,32.8802,65.39,74,59,7.49,broken clouds
654,Adrar,MR,20.5022,-10.0711,81.12,16,2,11.36,clear sky
655,Lipari,IT,38.4674,14.954,64.54,64,0,2.8,clear sky
656,Azul,AR,-36.777,-59.8585,75.34,52,6,8.03,clear sky
657,Puerto Madero,MX,14.7208,-92.4215,86.2,74,90,0.0,overcast clouds
658,Ipswich,GB,52.0592,1.1555,57.02,79,98,8.95,overcast clouds
659,Hokitika,NZ,-42.7167,170.9667,51.64,63,100,2.84,overcast clouds
660,Nazas,MX,25.2333,-104.1333,83.84,32,1,5.59,clear sky
661,Kiama,AU,-34.6833,150.8667,59.58,94,60,1.01,broken clouds
662,Shenjiamen,CN,29.9576,122.298,60.46,87,100,21.16,light rain
663,Plettenberg Bay,ZA,-34.0527,23.3716,64.35,73,44,2.98,scattered clouds
664,Laja,CL,-37.2667,-72.7,59.29,41,0,11.01,clear sky
665,Sudogda,RU,55.9539,40.8629,32.54,96,100,13.09,snow
666,Kita,ML,13.0349,-9.4895,76.12,81,88,2.93,light rain
667,Kulhudhuffushi,MV,6.6221,73.07,81.25,77,100,13.33,overcast clouds
668,Yabrud,SY,33.9674,36.6574,47.52,68,5,3.33,clear sky
669,Seoul,KR,37.5683,126.9778,42.24,90,0,3.44,clear sky
670,Alyangula,AU,-13.8483,136.4192,80.47,89,61,5.75,broken clouds
671,Lugovoy,KZ,42.9472,72.7644,56.98,34,89,1.77,overcast clouds
672,Bauta,CU,22.9828,-82.5464,85.98,55,75,14.74,broken clouds
673,Bubaque,GW,11.2833,-15.8333,82.8,77,100,12.59,overcast clouds
674,Koscian,PL,52.0883,16.6487,66.9,48,96,17.05,overcast clouds
675,El Dorado,US,38.7666,-120.5177,65.48,55,100,1.32,overcast clouds
676,Noumea,NC,-22.2763,166.4572,69.78,97,100,2.64,light rain
677,Mudgee,AU,-32.5943,149.5871,46.45,100,40,4.61,scattered clouds
678,Mpika,ZM,-11.8343,31.4529,68.68,48,58,8.59,broken clouds
679,Twentynine Palms,US,34.1356,-116.0542,76.15,21,54,1.01,broken clouds
680,Kotelnich,RU,58.3089,48.348,29.71,84,80,5.01,broken clouds
681,Beeville,US,28.4008,-97.7483,89.15,62,40,3.44,scattered clouds
682,Tutoia,BR,-2.7619,-42.2744,87.78,73,65,10.0,broken clouds
683,Birao,CF,10.2849,22.7882,75.67,80,100,8.25,overcast clouds
684,Ewa Beach,US,21.3156,-158.0072,80.69,57,1,10.0,clear sky
685,Maniitsoq,GL,65.4167,-52.9,33.17,72,10,10.33,clear sky
686,San Juan,AR,-31.5375,-68.5364,87.71,11,5,11.18,clear sky
687,Anshun,CN,26.25,105.9333,49.19,93,100,5.77,overcast clouds
688,Olinda,BR,-8.0089,-34.8553,82.13,69,40,9.22,scattered clouds
689,Muros,ES,42.7762,-9.0603,64.24,89,60,9.98,broken clouds
690,Pietarsaari,FI,63.65,22.6833,45.0,100,100,1.01,overcast clouds
691,Maturin,VE,9.75,-63.1767,87.12,57,58,9.37,broken clouds
692,Otjimbingwe,NA,-22.35,16.1333,69.8,40,6,1.57,clear sky
693,Dunedin,NZ,-45.8742,170.5036,51.8,70,56,1.99,broken clouds
694,Dzaoudzi,YT,-12.7887,45.2699,76.89,78,0,5.75,clear sky
695,Dwarka,IN,22.2394,68.9678,79.84,58,0,8.23,clear sky
696,Pavagada,IN,14.1,77.2667,77.38,69,100,4.5,overcast clouds
697,Birjand,IR,32.8663,59.2211,50.47,12,0,6.91,clear sky
698,Nizhnevartovsk,RU,60.9344,76.5531,35.62,80,0,4.47,clear sky
699,Puerto Escondido,MX,15.85,-97.0667,86.83,66,75,10.36,broken clouds
700,Oyon,PE,-10.6681,-76.7731,53.44,74,100,3.91,heavy intensity rain
701,Kutum,SD,14.2,24.6667,79.21,21,80,12.39,broken clouds
702,Byron Bay,AU,-28.65,153.6167,65.05,93,94,4.56,overcast clouds
703,Verkhnevilyuysk,RU,63.4453,120.3167,25.32,95,99,5.17,overcast clouds
704,Batagay,RU,67.6333,134.6333,9.95,96,100,2.26,overcast clouds
705,Maraa,BR,-1.8333,-65.3667,87.66,62,97,3.36,overcast clouds
706,Plouzane,FR,48.3833,-4.6167,53.92,87,90,25.32,light rain
707,Biskupiec,PL,53.8647,20.9569,58.82,53,100,20.31,light rain
708,Maku,IR,39.2911,44.4521,49.57,55,12,1.66,few clouds
709,Mount Isa,AU,-20.7333,139.5,76.77,44,75,3.44,light rain
710,Osoyoos,CA,49.0331,-119.4524,59.14,67,100,6.91,overcast clouds
711,Zhangjiakou,CN,40.81,114.8794,36.43,38,1,6.24,clear sky
712,Kloulklubed,PW,7.0419,134.2556,81.48,79,100,9.95,overcast clouds
